time_step,timestamp,P_cmd,total_P_actual,total_available_energy,total_available_power,P_氢燃料电池,SOC_氢燃料电池,E_available_氢燃料电池,P_铁硫电池,SOC_铁硫电池,E_available_铁硫电池,P_钠电池,SOC_钠电池,E_available_钠电池,P_钒液流电池,SOC_钒液流电池,E_available_钒液流电池
89,2025-12-13 09:29:42.740879,21.61285107935359,21.61285107935359,200.84880029875035,88,11.736421189772932,79.43572910052816,95.3228749206338,0.8958687331598357,84.44234858020451,8.444234858020451,8.165519706986796,89.62238395431106,89.62238395431106,0.8150414494340283,74.53038326199712,7.453038326199711
90,2025-12-13 09:29:43.740879,17.61210979501162,17.61210979501162,200.84253205916502,88,9.563895901079745,79.43339871653667,95.32007845984401,0.7300336042409569,84.44014437246224,8.444014437246224,6.6540126856992865,89.62049789629357,89.62049789629357,0.6641676039916332,74.52833336198479,7.452833336198479
91,2025-12-13 09:29:44.740879,19.446002964336436,19.446002964336436,200.83742412958227,88,10.559750705773528,79.43082567786567,95.3169908134388,0.8060484023208103,84.43771065144074,8.443771065144073,7.346880415677631,89.61841544719616,89.61841544719616,0.7333234405644673,74.52607001803243,7.452607001803243
92,2025-12-13 09:29:45.740879,20.070516417231524,20.070516417231524,200.83178432758228,88,10.89887602058611,79.4281700063207,95.31380400758484,0.8319333898799199,84.43519877526356,8.443519877526356,7.582834779324724,89.61626611761018,89.61626611761018,0.7568722274407681,74.5237339926391,7.45237339926391
93,2025-12-13 09:29:46.740879,22.459693593774492,22.45969359377449,200.82596340198526,88,12.196264512555862,79.42519820697554,95.31023784837063,0.9309643375440455,84.4323878926019,8.443238789260189,8.485497501036063,89.61386093124368,89.61386093124368,0.8469672426385212,74.5211198962112,7.4521119896211205
94,2025-12-13 09:29:47.740879,23.23101754593757,23.23101754593757,200.81944955849565,88,12.615110649870267,79.42212434960472,95.30654921952566,0.9629340988343389,84.42948048288319,8.442948048288319,8.776921299095276,89.61137314175981,89.61137314175981,0.8760514981376833,74.51841603356263,7.451841603356263
95,2025-12-13 09:29:48.740879,20.649193527268736,20.64919352726874,200.81271201293006,88,11.21310124529842,79.41939211245918,95.30327053495101,0.8559147540636292,84.42689619920546,8.442689619920547,7.801490270468767,89.60916183499381,89.60916183499381,0.7786872574379221,74.51601267782979,7.451601267782979
96,2025-12-13 09:29:49.740879,20.955742927533567,20.955742927533567,200.80672325764837,88,11.379562067746424,79.41661931468438,95.29994317762126,0.8686196843524296,84.42427355523097,8.442427355523098,7.9173161622855845,89.6069176977596,89.6069176977596,0.7902450131491293,74.51357365001144,7.451357365001144
97,2025-12-13 09:29:50.740879,22.609737898887943,22.60973789888794,200.80064559590508,88,12.277723541535245,79.41362766664794,95.29635319997753,0.9371763214388391,84.42144391657928,8.442144391657928,8.542223094392993,89.60449643271016,89.60449643271016,0.8526149415208638,74.51094212241415,7.451094212241415
98,2025-12-13 09:29:51.740879,23.66353611867975,23.66353611867975,200.79408823658702,88,12.849960357984152,79.41049658468937,95.29259590162725,0.9808543713180016,84.41848239975766,8.441848239975766,8.940370497635675,89.60196231408838,89.60196231408838,0.8923508917419216,74.5081879529952,7.4508187952995195
99,2025-12-13 09:29:52.740879,21.978227998512335,21.978227998512335,200.78722525099093,88,11.934785919469672,79.40758849845169,95.28910619814202,0.9109963374032672,84.4157318069515,8.44157318069515,8.30365052523968,89.59960867164925,89.59960867164925,0.8287952163997142,74.50562994306804,7.450562994306804
